CODE,DESCRIPTION, CP (BP), CP (GHC) , PRICE ,STOCK AT HAND, STOCK VALUE ,JAN,FEB,MAR,APR,MAY,JUN,JULY,AUG,SEPT,OCT,NOV,DEC,,,,image_url
,SHARPNER (SACA PUNTAS),0.60,9.30,10.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
,HANKIES LADIES 3PK, £ 1.10 , GHC  20.00 , GHC  30.00 ,16, GHC  480.00 ,,,,,,,,,,,,, GHC  -   ,16, GHC  -   ,
,HANKIES MEN 3PK, £ 0.85 , GHC  18.00 , GHC  35.00 ,3, GHC  105.00 ,,,,,,,,,,,,, GHC  -   ,3, GHC  -   ,
,HANKIES MEN 5PK, £ 0.95 , GHC  20.00 , GHC  35.00 ,2, GHC  70.00 ,,,,,,,,,,,,, GHC  -   ,2, GHC  -   ,
,HAPPY DAY BOWLS,, GHC  20.00 , GHC  30.00 ,3, GHC  90.00 ,,,,,,,,,,,,, GHC  -   ,3, GHC  -   ,
,SINATURE PEN GEL X8,0.70,10.85,18.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
,SKIPPING ROPE,, GHC  10.00 , GHC  35.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
92200,SLIME BARRELL LARGE PK12,6.00,93.00,75.00,0,0,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,/imgs/shopItems/img_24.png
117778,SMILEY SHARK BOOK,2.00,31.00,38.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
,SOFT TOYS PEE,,0.00,10.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
,HB2 PENCILS 12 CAN, £ 1.10 , GHC  22.00 , GHC  35.00 ,4, GHC  140.00 ,,,,,,,,,,,,, GHC  -   ,4, GHC  -   ,
24700,SPARKLE CANDLE LONG,, GHC  4.00 , GHC  10.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
,SPARKLE CANDLE SHORT,, GHC  2.50 , GHC  5.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
,SPIDERMAN BIG TADI,,0.00,70.00,0,0,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
,HELICOPTER CHINA MALL,, GHC  45.00 , GHC  65.00 ,1, GHC  65.00 ,,,,,,,,,,,,, GHC  -   ,1, GHC  -   ,
113743,HELLO KITTY TOOTHBRUSH,, GHC  22.00 , GHC  35.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
USA,SPIDERMAN SCH BAG/LUNCH BAG,16.00,248.00,170.00,0,0,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
,HORATIO'S BED,, GHC  25.00 , GHC  45.00 ,1, GHC  45.00 ,,,,,,,,,,,,, GHC  -   ,1, GHC  -   ,
,SPOONS TADI PLASTIC,, GHC  1.50 , GHC  3.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
,STATIONARY SET MELCOM,,0.00,7.00,0,0,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
,STATIONARY SET MELCOM 2,,0.00,10.00,0,0,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
,HULA HOOP SMALL,, GHC  18.00 , GHC  35.00 ,1, GHC  35.00 ,,,,,,,,,,,,, GHC  -   ,1, GHC  -   ,
,INVITATION WITH ENVELOPES, £ 0.50 , GHC  7.75 , GHC  10.00 ,6, GHC  60.00 ,,,,,,,,,,,,, GHC  -   ,6, GHC  -   ,
22237,STICKER/COLORING BOOK,0.60,9.30,35.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
,JEWELRY SHELF, £ -   , GHC  -   , GHC  95.00 ,1, GHC  95.00 ,,,,,,,,,,,,, GHC  -   ,1, GHC  -   ,
,JOHNSON BABY POWDER DNK,, GHC  38.00 , GHC  55.00 ,1, GHC  55.00 ,,,,,,,,,,,,, GHC  -   ,1, GHC  -   ,
,STORAGE SET OF 3,,0.00,,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
,STORY BOOKS (AFRICAN- SMARTLINE),, GHC  13.00 , GHC  25.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
,JUMBO BALLOONS, £ 0.85 , GHC  17.00 , GHC  30.00 ,, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
,STORY BOOKS [MELCOM],,0.00,40.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
,SUPER FIGHTERS 5 UK,0.20,3.10,5.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
,JUMBO PAPER TOWEL,, GHC  20.00 , GHC  35.00 ,4, GHC  140.00 ,,,,,,,,,,,,, GHC  -   ,4, GHC  -   ,
,SWAN LAKE PUZZLE,0.69,10.70,25.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
,TABLE CLOTH (PLAIN)-MARIA,,0.00,15.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
107537,JUST STATIONARY PENCIL CASE SPOTS STRIPE, £ 0.60 , GHC  9.30 , GHC  25.00 ,1, GHC  25.00 ,,,,,,,,,,,,, GHC  -   ,1, GHC  -   ,
,JUST STATIONERY PENCIL CASE SPORTS STRIPES (6PCE), £ 4.14 , GHC  82.80 , GHC  65.00 ,6, GHC  390.00 ,,,,,,,,,,,,,0,6, GHC  -   ,
,JUST STATIONERY PENS DESIGNER BARREL 3.63, £ 0.63 , GHC  13.50 , GHC  25.00 ,6, GHC  150.00 ,,,,,,,,,,,,, GHC  -   ,6, GHC  -   ,
112847,TEA SET,,0.00,80.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
,JUST STATIONERY PENS GEL INK, £ 0.63 , GHC  13.50 , GHC  30.00 ,20, GHC  600.00 ,,,,,,,,,,,,, GHC  -   ,20, GHC  -   ,
,TEAMTERZ RACING RECOVERY,3.00,46.50,50.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
88140,TEDD BEAR SML,,0.00,20.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
,TEDDY BEAR BIG,,0.00,25.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
,TEDDY BEAR WITH FLOWER,,0.00,10.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
,TELEPHONE PEE,,0.00,40.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
,JUST STATIONERY TWIN HOLE SHARPENER, £ 0.40 , GHC  8.00 , GHC  18.00 ,19, GHC  342.00 ,,,,,,,,,,,,, GHC  -   ,19, GHC  -   ,
,THANK YO BAG PULLED ANNOINTED,, GHC  35.00 , GHC  50.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
57871,JUST STATIONERY WOODEN RULER (2 PACK), £ 0.60 , GHC  9.30 , GHC  16.00 ,2, GHC  32.00 ,,,,,,,,,,,,, GHC  -   ,2, GHC  -   ,
,KEN DOLL, £ 7.09 , GHC  109.90 , GHC  200.00 ,1, GHC  200.00 ,,,,,,,,,,,,, GHC  -   ,1, GHC  -   ,
USA,KIDS CONNECTIONAL FIRE TRUCK SET, £ 15.00 , GHC  232.50 , GHC  350.00 ,1, GHC  350.00 ,,,,,,,,,,,,, GHC  -   ,1, GHC  -   ,
,THANK YOU CARDS BIG, £ 1.00 , GHC  15.50 , GHC  35.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
,KIRKLAND WIPES GH,, GHC  33.00 , GHC  50.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
,THE DINOSAUR'S RETURN,, GHC  25.00 , GHC  50.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
,KRAFT FLORAL SQUARE BOX (EXTRA SMALL), £ 1.80 , GHC  36.00 , GHC  45.00 ,1, GHC  45.00 ,,,,,,,,,,,,, GHC  -   ,1, GHC  -   ,
,KRAFT FLORAL SQUARE BOX (MEDIUM), £ 1.80 , GHC  36.00 , GHC  55.00 ,1, GHC  55.00 ,,,,,,,,,,,,, GHC  -   ,1, GHC  -   ,
,KRAFT FLORAL SQUARE BOX (SMALL), £ 1.80 , GHC  36.00 , GHC  50.00 ,1, GHC  50.00 ,,,,,,,,,,,,, GHC  -   ,1, GHC  -   ,
,THERMOS CAFÉ COOLBAG INDIVIDUAL NAVY, £ 3.45 , GHC  53.48 , GHC  160.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
93967,THOMAS & FRIENDS BOOK,2.00,31.00,38.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
,LAUNDRY BASKET DNK,, GHC  280.00 , GHC  350.00 ,1, GHC  350.00 ,,,,,,,,,,,,, GHC  -   ,1, GHC  -   ,
USA,LEAPFROG 100 WORDS BOOK, £ 16.00 , GHC  248.00 , GHC  420.00 ,1, GHC  420.00 ,,,,,,,,,,,,, GHC  -   ,1, GHC  -   ,
USA,TICONDEROGA PENCIL,1.00,15.50,12.00,0,0,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
108481,LOOT BAGS, £ 0.70 , GHC  10.85 , GHC  15.00 ,13, GHC  195.00 ,,,,,,,,,,,,, GHC  -   ,13, GHC  -   ,
USA,TITANIUM SHARPENED PENCIL 24,1.00,15.50,23.00,0,0,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
,TOOTHBRUSH 1ST STEP BABY (3), £ 0.60 , GHC  9.30 , GHC  15.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
90952,TOOTHBRUSH SET (2),,0.00,15.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
,TOOTHBRUSH SET (3),,0.00,18.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
,TOOTHBRUSH WISDOM STEP BY STEP 6+ (12PK),0.60,9.30,10.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
53680,TOOTHBRUSHES (COLGATE),,0.00,8.50,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
,TOOTHPASTE,,0.00,12.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
,TRAVEL ACTIVITY STICKER PEPPA PIG,3.00,46.50,55.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
,TRAVEL ACTIVITY STICKER SPIDERMAN,3.00,46.50,55.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
,TRAVEL MEALTIME SET (US),,0.00,30.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
,TROLIS (FIGURINES/PLAYMAT),6.00,93.00,80.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
,TRUCK CHINA MALL,, GHC  30.00 , GHC  45.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
,TRUMPET PEE,6.00,93.00,80.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
,TRUMPET SET MELCOM,,0.00,3.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
,LUNCH BAGS - FLAT (CHARACTERS), £ 5.00 , GHC  77.50 , GHC  85.00 ,3, GHC  255.00 ,,,,,,,,,,,,, GHC  -   ,3, GHC  -   ,
,LUNCH BAGS - STRAIGHT (CHARACTERS), £ 2.00 , GHC  31.00 , GHC  55.00 ,6, GHC  330.00 ,,,,,,,,,,,,, GHC  -   ,6, GHC  -   ,
,UBL EMERY BUFFER BOARDS,0.60,9.30,15.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
,LYNX RECHARGE DUO GIFT SET DKN,, GHC  120.00 , GHC  180.00 ,2, GHC  360.00 ,,,,,,,,,,,,, GHC  -   ,2,,
74553,UNIQUE CANDLE FLASHING/HOLDER 2,1.00,15.50,15.00,0,0,,,,,,,,,,,,,0,0,,
11402,UNIQUE CANDLE FLASHING/HOLDER 3,1.00,15.50,15.00,0,0,,,,,,,,,,,,,0,0,,
,MAGNETIC SKETCH DRAWING BOARD HM BAR, £ 3.50 , GHC  54.25 , GHC  55.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0,,
30773,UNIQUE CANDLES 18/HOLDERS,0.40,6.20,10.00,0,0,,,,,,,,,,,,,0,0,,
22720,UNIQUE CELLO PARTY BAGS BLOSSOM,0.40,6.20,10.00,0,0,,,,,,,,,,,,,0,0,,
,UNIQUE FAVORS 8 BOUNCE BALLS, £ 2.36 , GHC  36.58 , GHC  55.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0,,
,,,,,,,,,,,,,,,,,,,,,,
,MARACAS 19CM PK12, £ 5.50 , GHC  110.00 , GHC  15.00 ,36, GHC  540.00 ,,,,,,,,,,,,, GHC  -   ,36,,
85709,UTILITY BASKET (SMALL),0.70,10.85,15.00,0,0,,,,,,,,,,,,,0,0,,
,UTILITY BASKET (SMALL)TADI NEW,,0.00,10.00,0,0,,,,,,,,,,,,,0,0,,
,MATHS SET,, GHC  15.00 , GHC  35.00 ,1, GHC  35.00 ,,,,,,,,,,,,, GHC  -   ,1,,
,V- TECH SMART WHEELS TOW TRUCK[FRENC],8.00,124.00,65.00,0,0,,,,,,,,,,,,, GHC  -   ,0,,
,VACUUM FLASK,, GHC  65.00 , GHC  85.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0,,
,VICTORIA SECRET BODY SPLASH,,0.00,65.00,0,0,,,,,,,,,,,,,0,0,,
,VICTORIA SECRET PERFUME,,0.00,80.00,0,0,,,,,,,,,,,,,0,0,,
2391,MECHANICAL PENCILS (5 PACK), £ 0.60 , GHC  9.30 , GHC  20.00 ,5, GHC  100.00 ,,,,,,,,,,,,, GHC  -   ,5,,
,METAL CARS 4PCE, £ 1.55 , GHC  31.00 , GHC  55.00 ,7, GHC  385.00 ,,,,,,,,,,,,, GHC  -   ,7,,
,V-TECH MY LAPTOP, £ 15.00 , GHC  232.50 , GHC  450.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0,,
,V-TECH SMART WHEELS HELICOPTER [FREN],8.00,124.00,65.00,0,0,,,,,,,,,,,,, GHC  -   ,0,,
,METAL SPOON, £ 1.00 , GHC  15.50 , GHC  4.00 ,14, GHC  56.00 ,,,,,,,,,,,,, GHC  -   ,14,,
,METALLIC CANDLE, £ 1.00 , GHC  20.00 , GHC  25.00 ,3, GHC  75.00 ,,,,,,,,,,,,, GHC  -   ,3,,
,WATER BOTTLE - DESIGN, £ 1.48 , GHC  22.94 , GHC  45.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0,,
,MICROWAVE PACK ANNOINTED,, GHC  90.00 , GHC  130.00 ,4, GHC  520.00 ,,,,,,,,,,,,, GHC  -   ,4,,
,MINI NOTEBOOKS CANADA, £ 0.70 , GHC  14.00 , GHC  30.00 ,7, GHC  210.00 ,,,,,,,,,,,,, GHC  -   ,7,,
,MODELLING CLAY SET, £ 0.80 , GHC  16.00 , GHC  45.00 ,1, GHC  45.00 ,,,,,,,,,,,,, GHC  -   ,1,,
,WATER BOTTLE SPORTS,, GHC  20.00 , GHC  35.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0,,
,MONEY TIN BOX ASST LARGE, £ 1.63 , GHC  32.60 , GHC  65.00 ,16," GHC  1,040.00 ",,,,,,,,,,,,, GHC  -   ,16,,
,WATER GUN (17CM),0.45,6.98,10.00,0,0,,,,,,,,,,,,,0,0,,
,MONEY TIN BOX ASST SMALL KING CHARLES, £ 0.55 , GHC  11.00 , GHC  30.00 ,17, GHC  510.00 ,,,,,,,,,,,,, GHC  -   ,17,,
116428,WATER GUN (37CM),1.50,23.25,35.00,0,0,,,,,,,,,,,,,0,0,,
,MONEY TIN BOX SMALL, £ 0.50 , GHC  11.00 , GHC  25.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0,,
100294,WATER GUN 28CM,0.35,5.43,12.00,0,0,,,,,,,,,,,,, GHC  -   ,0,,
,MONEY TINBOX LARGE, £ 1.35 , GHC  27.00 , GHC  70.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0,,
127510,WATER GUN AIR PRESSURE 43CM,2.25,34.88,40.00,0,0,,,,,,,,,,,,, GHC  -   ,0,,
,MONSTER TRUCK - TWIN, £ 4.85 , GHC  102.00 , GHC  180.00 ,1, GHC  180.00 ,,,,,,,,,,,,, GHC  -   ,1,,/imgs/shopItems/img_19.png
96054,WATER GUN SET MAKOLA,,0.00,5.00,0,0,,,,,,,,,,,,,0,0,,
,MONSTER TRUCK CANADA, £ 2.00 , GHC  40.00 , GHC  120.00 ,4, GHC  480.00 ,,,,,,,,,,,,, GHC  -   ,4,,
,WHAM SPORTS BOTTLE & FLIP LID (600ML),1.15,17.83,20.00,0,0,,,,,,,,,,,,,0,0,,
,WHISTLE BLOWERS (12 PACK),0.60,9.30,15.00,0,0,,,,,,,,,,,,,0,0,,
,MUG,, GHC  13.00 , GHC  23.00 ,5, GHC  115.00 ,,,,,,,,,,,,, GHC  -   ,5,,
,WHISTLE MELCOM SET,,0.00,10.00,0,0,,,,,,,,,,,,,0,0,,
,MUG CHINA MALL DESIGN,, GHC  18.50 , GHC  27.50 ,2, GHC  55.00 ,,,,,,,,,,,,, GHC  -   ,2,,
,MUG CHINA MALL PLAIN,, GHC  14.00 , GHC  25.00 ,6, GHC  150.00 ,,,,,,,,,,,,, GHC  -   ,6,,
,MY 1ST TELEVISION, £ 5.00 , GHC  77.50 , GHC  120.00 ,4, GHC  480.00 ,,,,,,,,,,,,, GHC  -   ,4,,
103320,WHITE SHABBY MULTIFRAME (50X50CM),2.50,38.75,70.00,0,0,,,,,,,,,,,,,0,0,,
,MY CHESS CHECKERS TIC TACTOE, £ 3.12 , GHC  65.50 , GHC  120.00 ,2, GHC  240.00 ,,,,,,,,,,,,, GHC  -   ,2,,
35627,MY LUDO GAME, £ 2.20 , GHC  34.10 , GHC  85.00 ,1, GHC  85.00 ,,,,,,,,,,,,, GHC  -   ,1,,
115647,YOYO (PARTY FAVOR),1.00,15.50,5.00,0,0,,,,,,,,,,,,,0,0,,
,MY PIRATE ADVENTURE COLORING BAG, £ 0.70 , GHC  10.85 , GHC  45.00 ,1, GHC  45.00 ,,,,,,,,,,,,, GHC  -   ,1,,
6266,MY PRINCESS BEAUTIFUL TIARA, £ 0.75 , GHC  11.63 , GHC  45.00 ,6, GHC  270.00 ,,,,,,,,,,,,, GHC  -   ,6,,
99173,MY PRINCESS SECRET DIARY, £ 0.70 , GHC  10.85 , GHC  25.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0,,
64789,MY SNAKES AND LADDERS GAME, £ 2.20 , GHC  34.10 , GHC  85.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0,,
36464,NAIL CLIPPER 12 ON CARD, £ 0.27 , GHC  4.19 , GHC  10.00 ,23, GHC  230.00 ,,,,,,,,,,,,, GHC  -   ,23,,
,NATARAJ PENCIL SET,, GHC  15.00 , GHC  25.00 ,2, GHC  50.00 ,,,,,,,,,,,,, GHC  -   ,2,,
,NEW BRIGHT RC TRUCKERS,, GHC  182.00 , GHC  350.00 ,1, GHC  350.00 ,,,,,,,,,,,,, GHC  -   ,1,,
,NOTE BOOK FOOLS CAP,, GHC  40.00 , GHC  55.00 ,2, GHC  110.00 ,,,,,,,,,,,,, GHC  -   ,2,,
,NOTE BOOK SET KINGDOM,, GHC  10.40 , GHC  20.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0,,
,NOTEBOOK 160 PGS, £ 1.04 , GHC  16.12 , GHC  25.00 ,8, GHC  200.00 ,,,,,,,,,,,,, GHC  -   ,8,,
,NOTEBOOK 320PGS, £ 0.89 , GHC  13.80 , GHC  35.00 ,7, GHC  245.00 ,,,,,,,,,,,,, GHC  -   ,7,,
,NOTEBOOK CANADA, £ 1.40 , GHC  28.00 , GHC  40.00 ,3, GHC  120.00 ,,,,,,,,,,,,, GHC  -   ,3,,
,NOTEBOOK CANADA, £ 0.70 , GHC  14.00 , GHC  35.00 ,6, GHC  210.00 ,,,,,,,,,,,,, GHC  -   ,6,,
,NOTEBOOK MINI, £ 0.89 , GHC  13.80 , GHC  25.00 ,3, GHC  75.00 ,,,,,,,,,,,,, GHC  -   ,3,,
,OFF LOADER TRUCK, £ 5.60 , GHC  112.00 , GHC  250.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0,,
,PAPER CUPS,, GHC  37.00 , GHC  65.00 ,5, GHC  325.00 ,,,,,,,,,,,,, GHC  -   ,5,,
,PAPER PLATES - BIRTHDAY,, GHC  15.00 , GHC  30.00 ,2, GHC  60.00 ,,,,,,,,,,,,, GHC  -   ,2,,
,PAPER TOWEL NEW ANNOINTED,, GHC  27.00 , GHC  45.00 ,5, GHC  225.00 ,,,,,,,,,,,,, GHC  -   ,5,,
,PARTY BEADS SET, £ 0.30 , GHC  4.65 , GHC  5.00 ,8, GHC  40.00 ,,,,,,,,,,,,, GHC  -   ,8,,
,PARTY BLOW OUTS CANADA, £ 0.70 , GHC  14.00 , GHC  25.00 ,3, GHC  75.00 ,,,,,,,,,,,,, GHC  -   ,3,,
114518,PARTY HATS 8PK, £ 0.65 , GHC  10.08 , GHC  25.00 ,14, GHC  350.00 ,,,,,,,,,,,,, GHC  -   ,14,,
,PARTY HATS MELCOM,, GHC  12.00 , GHC  25.00 ,2, GHC  50.00 ,,,,,,,,,,,,, GHC  -   ,2,,
,PARTY PLATES - HAPPY BIRTHDAY, £ 1.00 , GHC  15.50 , GHC  30.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0,,
,PARTY PLATES - PRINCESS,, GHC  20.00 , GHC  35.00 ,3, GHC  105.00 ,,,,,,,,,,,,, GHC  -   ,3,,
,PARTY POPPERS ,, GHC  12.00 , GHC  25.00 ,4, GHC  100.00 ,,,,,,,,,,,,, GHC  -   ,4,,
,PARTY SPOONS ANNOINTED ,, GHC  30.00 , GHC  45.00 ,1, GHC  45.00 ,,,,,,,,,,,,, GHC  -   ,1,,
,PARTY SPOONS PLAIN ANNOINTED,, GHC  11.00 , GHC  25.00 ,3, GHC  75.00 ,,,,,,,,,,,,, GHC  -   ,3,,
,PARTY SQUAWKERS  CANADA, £ 0.70 , GHC  14.00 , GHC  25.00 ,3, GHC  75.00 ,,,,,,,,,,,,, GHC  -   ,3,,
,PARTY SQUAWKERS (12)OLD,, GHC  15.00 , GHC  35.00 ,4, GHC  140.00 ,,,,,,,,,,,,, GHC  -   ,4,,
,PARTY THINGZ PARTY BOX,, GHC  8.00 , GHC  40.00 ,9, GHC  360.00 ,,,,,,,,,,,,, GHC  -   ,9,,
,PARTY TIME FLUTE, £ 0.70 , GHC  10.85 , GHC  5.00 ,13, GHC  65.00 ,,,,,,,,,,,,, GHC  -   ,13,,
,PENCIL CASE, £ 1.30 , GHC  20.15 , GHC  37.00 ,2, GHC  74.00 ,,,,,,,,,,,,, GHC  -   ,2,,
,PENCIL CASE (MELCOM).,, GHC  23.00 , GHC  40.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0,,
,PENCIL CASE GH,, GHC  18.00 , GHC  35.00 ,1, GHC  35.00 ,,,,,,,,,,,,, GHC  -   ,1,,
,PENCIL CASE MELCOM,, GHC  21.00 , GHC  45.00 ,2, GHC  90.00 ,,,,,,,,,,,,, GHC  -   ,2,,
,PENCIL SET 4PK, £ 1.04 , GHC  16.12 , GHC  25.00 ,4, GHC  100.00 ,,,,,,,,,,,,, GHC  -   ,4,,
,PENCIL SET CANADA, £ 0.70 , GHC  14.00 , GHC  35.00 ,5, GHC  175.00 ,,,,,,,,,,,,, GHC  -   ,5,,
,PENCIL SET HOLOGRAM 12PK, £ 1.04 , GHC  16.12 , GHC  35.00 ,3, GHC  105.00 ,,,,,,,,,,,,, GHC  -   ,3,,
,PENCIL SHARPENER 3PK, £ 0.89 , GHC  13.80 , GHC  30.00 ,1, GHC  30.00 ,,,,,,,,,,,,, GHC  -   ,1,,
,PENCIL SHARPENER CANADA 4PK, £ 0.70 , GHC  14.00 , GHC  25.00 ,4, GHC  100.00 ,,,,,,,,,,,,, GHC  -   ,4,,
,PENCIL SHARPENER DOLLARAMA, £ 0.89 , GHC  13.80 , GHC  30.00 ,2, GHC  60.00 ,,,,,,,,,,,,, GHC  -   ,2,,
,PENCIL WITH ERASER,, GHC  20.00 , GHC  45.00 ,3, GHC  135.00 ,,,,,,,,,,,,, GHC  -   ,3,,
,PERSIL WASHING POWDER 140, £ 16.00 , GHC  320.00 , GHC  450.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0,,
,PERSIL WASHING POWDER105 WASHING, £ 13.00 , GHC  260.00 , GHC  400.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0,,
,PET BOTTLE, £ 2.00 , GHC  40.00 , GHC  65.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0,,
,PICTURE FRAME HOME, £ -   , GHC  65.00 , GHC  120.00 ,1, GHC  120.00 ,,,,,,,,,,,,, GHC  -   ,1,,
,PICTURE FRAME TADI, £ -   , GHC  20.00 , GHC  55.00 ,4, GHC  220.00 ,,,,,,,,,,,,, GHC  -   ,4,,
,PICTURE FRAME TADI SML,, GHC  10.00 , GHC  25.00 ,2, GHC  50.00 ,,,,,,,,,,,,, GHC  -   ,2,,
,PLASTIC CUPS W/ LID (PLAIN),, GHC  10.00 , GHC  15.00 ,6, GHC  90.00 ,,,,,,,,,,,,, GHC  -   ,6,,
,PLASTIC FLEXI BASKET,, GHC  18.00 , GHC  25.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0,,
,PLASTIC RULER CANADA, £ 0.70 , GHC  14.00 , GHC  35.00 ,5, GHC  175.00 ,,,,,,,,,,,,, GHC  -   ,5,,
,PLAYDOH CANADA, £ 2.25 , GHC  45.00 , GHC  85.00 ,3, GHC  255.00 ,,,,,,,,,,,,, GHC  -   ,3,,
,PLAYTIME BUS WITH PHONICS PEE,, GHC  300.00 , GHC  450.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0,,
,POLICE CAR CHINA MALL,, GHC  45.00 , GHC  65.00 ,1, GHC  65.00 ,,,,,,,,,,,,, GHC  -   ,1,,/imgs/shopItems/img_18.png
,POSTER COLORS BRUSHES,, GHC  20.00 , GHC  30.00 ,3, GHC  90.00 ,,,,,,,,,,,,, GHC  -   ,3,,
,POSTER COLOURS BRUSHES  0LD,, GHC  20.00 , GHC  35.00 ,4, GHC  140.00 ,,,,,,,,,,,,, GHC  -   ,4,,
,PP STRAW CUP,, GHC  38.00 , GHC  70.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0,,
,PREMIUM SATIN BATH TOWEL, £ 3.00 , GHC  61.00 , GHC  140.00 ,13," GHC  1,820.00 ",,,,,,,,,,,,, GHC  -   ,13,,
,PREMIUM SATIN BATH TOWELS STEEL PK3, £ 8.50 , GHC  170.00 , GHC  150.00 ,3, GHC  450.00 ,,,,,,,,,,,,, GHC  -   ,3,,
,PREMIUM SATIN HAND TOWEL, £ 1.15 , GHC  23.00 , GHC  55.00 ,12, GHC  660.00 ,,,,,,,,,,,,, GHC  -   ,12,,
,PRINCEWARE STORAGE BOX PK7/8,, GHC  90.00 , GHC  150.00 ,1, GHC  150.00 ,,,,,,,,,,,,, GHC  -   ,1,,
,PULLED RIBBON,, GHC  2.00 , GHC  4.00 ,30, GHC  120.00 ,,,,,,,,,,,,, GHC  -   ,30,,
,PUZZLE BOOK, £ 0.85 , GHC  17.00 , GHC  35.00 ,1, GHC  35.00 ,,,,,,,,,,,,, GHC  -   ,1,,
